序号,课程号,课程名称,开课单位,课程类型,班号,学分,起止周,上课时间,教师,备注
2716,431132,普通物理 (I),工学院,专业必修,7,4,1-16,星期一(第1节-第2节) 星期四(第3节-第4节),彭士香,理教一层或者低层 大一全体
2717,431143,电磁学,物理学院,专业必修,6,3,1-16,,,免修考试录入
2718,431143,电磁学,元培学院,专业必修,7,3,1-16,星期二(第7节-第8节),韩铭,7-9三节连上
2719,431149,光学讨论班,物理学院,专业必修,6,2,1-16,星期五(第10节-第11节),王剑威,备用班，排讨论教室
2720,431254,热学习题课,物理学院,专业必修,6,0,1-16,星期一(第10节-第11节)(单),全海涛,
2721,431254,热学习题课,物理学院,专业必修,7,0,1-16,星期一(第10节-第11节)(单),曲波,
2722,433327,近代物理实验 (I),物理学院,专业必修,6,3,1-16,星期三(第5节-第12节),马秀梅 杜进隆,开学前按pec.pku.edu.cn通知选实验
2723,433327,近代物理实验 (I),物理学院,专业必修,7,3,1-16,星期四(第5节-第12节),季航,开学前按pec.pku.edu.cn通知选实验
2724,433328,近代物理实验 (II),物理学院,专业必修,7,3,1-16,星期四(第5节-第12节),许福军,已修近(I)，按通知 pec.pku.edu.cn选实验
2725,437190,普通物理实验（2）,地球与空间科学学院,专业限选,6,3,1-16,星期二(第5节-第8节),王伟 李智,
2726,1032711,有机化学实验 (B),医学部教学办,专业必修,6,2,9-16,星期五(第3节-第9节),王婕妤,临24
2727,1035170,结构化学讨论班,化学与分子工程学院,专业必修,6,0,3-16,星期三(第10节-第11节)(单),李琦,模型课周六9:00-12:00
2728,1035170,结构化学讨论班,化学与分子工程学院,专业必修,7,0,3-16,星期三(第10节-第11节)(单),,蒋然，模型课周六12:30-15:30
2729,1035180,定量分析化学,城市与环境学院,专业任选,6,2,1-16,星期四(第1节-第2节),赵美萍,城环、环工、地空、元培合上，生态任
2730,2034432,古代汉语（下）,中国语言文学系,专业必修,6,5,1-16,星期四(第10节-第11节),雷瑭洵,小班课
2731,2034432,古代汉语（下）,中国语言文学系,专业必修,7,5,1-16,星期四(第10节-第11节),雷瑭洵,小班课
2732,2330004,哲学导论讨论课,哲学系,专业必修,6,0,1-16,星期五(第6节-第6节),GREVESEBASTIAN,
2733,2330004,哲学导论讨论课,哲学系,专业必修,7,0,1-16,星期五(第6节-第6节),GREVESEBASTIAN,
2734,2330055,西方哲学（上）讨论课,哲学系,专业必修,6,0,1-16,星期二(第1节-第2节)(双),先刚,
2735,2330055,西方哲学（上）讨论课,哲学系,专业必修,7,0,1-16,星期四(第5节-第6节)(双),吴天岳,
2736,2330097,中国哲学（下）讨论课,哲学系,专业必修,6,0,1-16,星期五(第5节-第6节)(双),杨立华 王鑫,
2737,2330097,中国哲学（下）讨论课,哲学系,专业必修,7,0,1-16,星期五(第5节-第6节)(双),杨立华 王鑫,
2738,2330163,宗教学导论讨论课,哲学系,专业必修,6,0,1-16,星期三(第12节-第12节),吴飞,
2739,2332977,《理想国》讨论班,哲学系,通选课,6,0,1-16,星期四(第12节-第12节),吴增定,
2740,2332977,《理想国》讨论班,哲学系,通选课,7,0,1-16,星期四(第12节-第12节),吴增定,
2741,2533171,经济学原理(Ⅱ)讨论课,经济学院,专业必修,6,0,1-16,星期三(第11节-第11节),李博,
2742,2533171,经济学原理(Ⅱ)讨论课,经济学院,专业必修,7,0,1-16,星期三(第11节-第11节),李博,
2743,2930112,刑法案例研习,法学院,专业限选,6,3,1-16,星期二(第7节-第8节),车浩 吴雨豪,小班讨论 勿选 改7-9
2744,2930112,刑法案例研习,法学院,专业限选,7,3,1-16,星期二(第7节-第8节),车浩 吴雨豪,小班讨论 勿选 改7-9
2745,2930167,民事诉讼案例研习,法学院,专业任选,6,3,1-16,星期二(第7节-第8节),刘哲玮 曹志勋,小班讨论 勿选 改7-9
2746,2930167,民事诉讼案例研习,法学院,专业任选,7,3,1-16,星期二(第7节-第8节),刘哲玮 曹志勋,小班讨论 勿选 改7-9
2747,3033660,信息组织小班讨论课,信息管理系,专业必修,6,0,1-16,星期四(第5节-第6节)(双),张鹏翼,6个小班该课程为大班授课小班讨论形式。选此课必须同时选择信息组织理论
2748,3835260,英语名著与电影,英语语言文学系,大学英语,7,2,1-16,星期三(第5节-第6节),钱清,文史楼313
2749,3835543,英语阅读,英语语言文学系,大学英语,7,2,1-16,星期三(第5节-第6节),马小琦,文史楼304
2750,3835544,学术英语写作,英语语言文学系,大学英语,6,2,1-16,星期一(第1节-第2节),熊笠地,文史楼308
2751,3835544,学术英语写作,英语语言文学系,大学英语,7,2,1-16,星期一(第3节-第4节),熊笠地,文史楼308
2752,3835552,英语听说,英语语言文学系,大学英语,6,2,1-16,星期五(第1节-第2节),吴昊,文史楼306
2753,3835552,英语听说,英语语言文学系,大学英语,7,2,1-16,星期五(第3节-第4节),吴昊,文史楼306
2754,3835950,高级英语口语,英语语言文学系,大学英语,6,2,1-16,星期四(第7节-第8节),马小琦 Karen Siggins,
2755,4031652,思想道德与法治,马克思主义学院,思想政治,6,3,1-16,星期三(第10节-第11节),金德楠,
2756,4031652,思想道德与法治,马克思主义学院,思想政治,7,3,1-16,星期四(第7节-第8节),邱华宇,
2757,4031661,中国近现代史纲要,马克思主义学院,思想政治,6,3,1-16,星期二(第7节-第8节),康沛竹 刘庆霖 路宽 林绪武 张春鹏 周玉顺,
2758,4031661,中国近现代史纲要,马克思主义学院,思想政治,7,3,1-16,星期三(第7节-第8节),王久高 赵诺 路宽 王文章 周玉顺,
2759,4031731,毛泽东思想和中国特色社会主义理论体系概论,马克思主义学院,思想政治,6,3,1-16,星期三(第10节-第11节),封世蓝 孙蚌珠 韩致宁,
2760,4031731,毛泽东思想和中国特色社会主义理论体系概论,马克思主义学院,思想政治,7,3,1-16,星期四(第7节-第8节),黄俊立 王久高 王倩,
2761,4031741,马克思主义基本原理,马克思主义学院,思想政治,6,3,1-16,星期三(第7节-第8节),黄俊立 孙来斌,
2762,4031741,马克思主义基本原理,马克思主义学院,思想政治,7,3,1-16,星期三(第10节-第11节),汪越 孙蚌珠,
2763,4031762,习近平新时代中国特色社会主义思想概论,马克思主义学院,思想政治,6,3,1-16,星期二(第7节-第9节),董彪,
2764,4031762,习近平新时代中国特色社会主义思想概论,马克思主义学院,思想政治,7,3,1-16,星期二(第10节-第12节),王先鹏 李洋,
2765,4130020,游泳,体育教研部,体育,7,1,1-16,星期一(第3节-第4节),黄彬彬,女生班   邱德拔B2游泳馆
2766,4130030,太极拳,体育教研部,体育,7,1,1-16,星期三(第5节-第6节),吴昊,男生班   五四317
2767,4130040,健美操,体育教研部,体育,6,1,1-16,星期一(第7节-第8节),黄育,女生班   五四317
2768,4130040,健美操,体育教研部,体育,7,1,1-16,星期四(第5节-第6节),黄育,女生班  五四317
2769,4130050,乒乓球,体育教研部,体育,6,1,1-16,星期二(第5节-第6节),周正卿,地厅   自带球拍
2770,4130050,乒乓球,体育教研部,体育,7,1,1-16,星期二(第7节-第8节),周正卿,地厅   自带球拍
2771,4130060,羽毛球,体育教研部,体育,6,1,1-16,星期二(第3节-第4节),欧阳泽蔓,邱德拔羽毛球场   自带球拍和球
2772,4130060,羽毛球,体育教研部,体育,7,1,1-16,星期三(第1节-第2节),欧阳泽蔓,邱德拔羽毛球场   自带球拍和球
2773,4130070,网球,体育教研部,体育,6,1,1-16,星期三(第7节-第8节),李玉新,二体  网球场
2774,4130070,网球,体育教研部,体育,7,1,1-16,星期四(第5节-第6节),李玉新,二体  网球场
2775,4130090,篮球,体育教研部,体育,6,1,1-16,星期四(第5节-第6节),张戈,男生班  二体篮球场
2776,4130090,篮球,体育教研部,体育,7,1,1-16,星期四(第7节-第8节),张戈,男生班  二体篮球场
2777,4130100,排球,体育教研部,体育,6,1,1-16,星期二(第3节-第4节),梁辰,一体  排球馆
2778,4130100,排球,体育教研部,体育,7,1,1-16,星期四(第1节-第2节),梁辰,一体  排球馆
2779,4130210,棒、垒球,体育教研部,体育,6,1,1-16,星期五(第3节-第4节),焦晨曦,一体
2780,4130290,击剑,体育教研部,体育,6,1,1-16,星期三(第5节-第6节),孙玉洁,邱德拔 B2击剑厅
2781,4130550,国际象棋,体育教研部,体育,6,1,1-16,星期五(第3节-第4节),侯逸凡,
2782,4130630,汉字太极与养生课,体育教研部,体育,6,1,1-16,星期三(第7节-第8节),李朝斌,一体
2783,4830494,数据结构与算法上机,信息科学技术学院,理科生必修,6,0,1-16,星期五(第5节-第6节),赵海燕,C语言，5、6号机房
2784,4830494,数据结构与算法上机,信息科学技术学院,理科生必修,7,0,1-16,星期三(第5节-第6节),邹艳珍,C语言，5、6号机房
2785,4831420,数据结构与算法 (B),信息科学技术学院,理科生必修,6,3,1-16,星期二(第7节-第8节),赵海燕,连上3节，C语言，同时选04830494“数据结构与算法上机”6号班
2786,4831420,数据结构与算法 (B),信息科学技术学院,理科生必修,7,3,1-16,星期二(第7节-第8节),邹艳珍,连上3节，C语言，同时选04830494“数据结构与算法上机”7号班
2787,4831435,计算机实习,信息科学技术学院,文科生必修,6,0,1-16,星期四(第5节-第6节),陆俊林 陈沫 纪晓璐,1、2号机房，“人工智能与计算思维”6班上机课
2788,4831435,计算机实习,信息科学技术学院,文科生必修,7,0,1-16,星期四(第5节-第6节),裴玉茹,6号机房，“人工智能与计算思维”7班上机课
2789,4832580,算法设计与分析（研讨型小班）,信息科学技术学院,专业必修,6,0,1-16,星期五(第5节-第6节),蒋婷婷,小班会按照老师给的实际分班名单手动添加，冲突选课无法添加。
2790,4832580,算法设计与分析（研讨型小班）,信息科学技术学院,专业必修,7,0,1-16,星期五(第5节-第6节),蒋婷婷,小班会按照老师给的实际分班名单手动添加，冲突选课无法添加。
2791,4833790,电子学基础实验,信息科学技术学院,专业必修,6,2,1-16,,郭强,周五下午，理二2258内
2792,4833790,电子学基础实验,信息科学技术学院,专业必修,7,2,1-16,,郭强,周五晚，理二2258
2793,4833800,电子系统基础训练,信息科学技术学院,专业必修,6,1,2-8,,于民,第2-8周周三晚上6:00-9:30理科2号楼2262
2794,4833800,电子系统基础训练,信息科学技术学院,专业必修,7,1,9-15,,王青,第9-15周周三下午1:00-4:30理科2号楼2258
2795,4834472,人工智能与计算思维,信息科学技术学院,文科生必修,7,3,1-16,星期一(第7节-第8节),裴玉茹,课程方向“医学”，同时选04831435“计算机实习”7号班
2796,4834611,数字电路与系统设计(小班课),信息科学技术学院,专业必修,6,0,1-16,星期二(第10节-第11节),段晓辉,实验班
2797,4834671,集成电路器件讨论班,信息科学技术学院,专业必修,6,0,1-16,星期四(第10节-第11节),何燕冬,
2798,4834671,集成电路器件讨论班,信息科学技术学院,专业必修,7,0,1-16,星期四(第10节-第11节),王宗巍,
2799,4834750,电子信息技术实践,信息科学技术学院,通选课,6,2,2-16,星期四(第10节-第12节),周小计,理二2260
2800,60730020,军事理论,学生工作部人民武装部,军事理论,6,2,1-16,星期四(第5节-第6节),王欣涛 张烨,
2801,130202,高等数学 (B) (二),数学科学学院,专业必修,8,5,1-16,星期一(第10节-第11节) 星期三(第10节-第11节),方博汉,
2802,130212,高等数学 (B) (二)习题课,数学科学学院,专业必修,8,0,1-16,星期二(第10节-第11节),刘建明,
2803,130212,高等数学 (B) (二)习题课,数学科学学院,专业必修,9,0,1-16,星期二(第10节-第11节),刘建明,
2804,132312,数学分析 (II)习题,数学科学学院,专业必修,7,0,1-16,星期三(第10节-第11节),刘培东,
2805,132312,数学分析 (II)习题,数学科学学院,专业必修,8,0,1-16,星期三(第10节-第11节),刘培东,
2806,132312,数学分析 (II)习题,数学科学学院,专业必修,9,0,1-16,星期三(第10节-第11节),刘培东,
2807,132332,高等代数（II）习题,数学科学学院,专业必修,8,0,1-16,星期四(第10节-第11节)(双),王福正,
2808,132332,高等代数（II）习题,数学科学学院,专业必修,9,0,1-16,星期四(第10节-第11节)(双),王福正,
2809,132712,高等数学A（二）习题,数学科学学院,专业必修,8,0,1-16,星期三(第10节-第11节),黄得,
2810,132712,高等数学A（二）习题,数学科学学院,专业必修,9,0,1-16,星期三(第10节-第11节),黄得,
2811,132812,线性代数 A（ II ）习题,数学科学学院,专业必修,8,0,1-16,星期一(第10节-第11节)(双),谢羿,
2812,132812,线性代数 A（ II ）习题,数学科学学院,专业必修,9,0,1-16,星期一(第10节-第11节)(双),谢羿,
2813,430133,现代电子电路基础及实验 (二),物理学院,专业必修,8,2,1-16,星期二(第9节-第12节),刘爱民 任全胜,选课后第一周上课时间段到理科2号楼2259E上绪论大课
2814,430133,现代电子电路基础及实验 (二),物理学院,专业必修,9,2,1-16,星期二(第9节-第12节),党安红 任全胜,选课后第一周上课时间段到理科2号楼2259E上绪论大课
2815,431254,热学习题课,物理学院,专业必修,8,0,1-16,星期一(第10节-第11节)(单),曲波,
2816,431254,热学习题课,物理学院,专业必修,9,0,1-16,星期五(第10节-第11节)(双),穆良柱,3学分热学习题班
2817,431680,普通物理习题课,地球与空间科学学院,专业必修,8,0,1-16,星期三(第10节-第11节),王大勇,
2818,433327,近代物理实验 (I),物理学院,专业必修,8,3,1-16,星期四(第5节-第12节),冉广照,开学前按pec.pku.edu.cn通知选实验
2819,433327,近代物理实验 (I),物理学院,专业必修,9,3,1-16,星期四(第5节-第12节),王常生,开学前按pec.pku.edu.cn通知选实验
2820,433328,近代物理实验 (II),物理学院,专业必修,8,3,1-16,星期四(第5节-第12节),卢晓波,已修近(I)，按通知 pec.pku.edu.cn选实验
2821,433328,近代物理实验 (II),物理学院,专业必修,9,3,1-16,,蒋莹莹,近(II)周三周四平行班选满后，视实验资源手工加学生
2822,1035170,结构化学讨论班,化学与分子工程学院,专业必修,8,0,3-16,星期三(第10节-第11节)(单),张长胜,模型课周六12:30-15:30
2823,1035170,结构化学讨论班,化学与分子工程学院,专业必修,9,0,3-16,星期三(第10节-第11节)(单),,付逸瑄，模型课周六12:30-15:30
2824,2330004,哲学导论讨论课,哲学系,专业必修,8,0,1-16,星期五(第6节-第6节),GREVESEBASTIAN,
2825,2330004,哲学导论讨论课,哲学系,专业必修,9,0,1-16,星期五(第10节-第10节),GREVESEBASTIAN,
2826,2330055,西方哲学（上）讨论课,哲学系,专业必修,8,0,1-16,星期四(第5节-第6节)(双),吴天岳,
2827,2330055,西方哲学（上）讨论课,哲学系,专业必修,9,0,1-16,星期四(第5节-第6节)(双),吴天岳,
2828,2330097,中国哲学（下）讨论课,哲学系,专业必修,8,0,1-16,星期五(第5节-第6节)(双),杨立华 王鑫,
2829,2330163,宗教学导论讨论课,哲学系,专业必修,7,0,1-16,星期四(第12节-第12节),吴飞,
2830,2330163,宗教学导论讨论课,哲学系,专业必修,8,0,1-16,星期四(第12节-第12节),吴飞,
